77
1,20
1,14
1,4
1,79
1,66
1,83
2,32
2,55
2,74
2,46
2,7
2,4
2,34
2,72
2,29
2,23
2,43
2,42
2,81
2,53
2,19
2,39
2,86
2,16
2,56
2,87
2,33
2,58
2,76
2,67
2,35
2,54
2,83
2,79
2,11
2,66
2,80
3,22
3,23
3,72
3,58
3,87
3,83
3,33
4,12
4,87
4,19
4,74
4,32
4,55
4,46
4,34
4,21
4,18
4,59
4,49
4,14
4,20
4,83
4,79
4,66
5,31
5,34
5,83
5,78
6,47
6,83
7,35
7,19
7,87
7,33
7,34
7,83
7,58
8,71
8,49
8,83
9,11
9,76
9,14
9,40
9,83
9,57
10,42
10,83
11,40
11,14
11,67
11,83
11,76
12,74
12,32
12,46
12,34
12,14
12,21
12,20
12,68
12,36
12,52
12,83
13,43
13,27
13,85
13,60
13,19
14,74
14,32
14,46
14,34
14,21
14,49
14,40
14,76
14,20
14,83
14,79
14,66
15,61
15,49
15,83
16,67
16,77
16,63
16,22
16,42
16,76
16,66
16,83
17,37
17,84
17,19
17,87
17,58
17,45
17,73
17,50
17,83
18,71
18,59
18,83
18,49
19,51
19,23
19,72
19,55
19,42
19,81
19,53
19,43
19,27
19,85
19,60
19,32
19,74
19,35
19,66
19,71
19,46
19,34
19,37
19,84
19,87
19,58
19,45
19,73
19,50
19,68
19,69
19,52
19,49
19,83
20,74
20,32
20,46
20,34
20,87
20,59
20,71
20,21
20,49
20,83
20,79
20,66
21,74
21,32
21,46
21,34
21,66
21,83
21,79
22,77
22,63
22,42
22,83
23,43
23,35
23,87
23,29
23,67
23,72
23,83
23,33
24,67
24,66
24,80
24,83
27,43
27,85
27,60
28,51
28,69
28,68
28,83
29,35
29,87
29,33
29,72
29,83
29,67
30,39
30,83
31,34
31,67
31,44
31,76
31,83
32,66
32,87
32,70
32,46
32,74
32,55
32,34
32,83
33,67
33,58
33,72
33,87
33,83
34,87
34,35
34,71
34,58
34,66
34,70
34,46
34,74
34,55
34,83
35,87
35,58
35,86
35,66
35,72
35,56
35,76
35,67
35,54
35,83
36,52
36,83
37,84
37,87
37,58
37,45
37,73
37,50
37,83
39,66
39,83
40,76
40,83
40,57
42,43
42,66
42,87
42,81
42,53
42,77
42,63
42,67
42,83
43,72
43,81
43,53
43,66
43,87
43,83
43,85
43,60
44,76
44,83
45,84
45,87
45,58
45,73
45,50
45,83
46,66
46,87
46,71
46,70
46,74
46,55
46,83
47,83
49,61
49,66
49,71
49,59
49,79
49,68
49,69
49,52
49,83
50,84
50,87
50,58
50,73
50,83
51,85
51,60
51,69
51,68
51,83
52,68
52,69
52,83
53,66
53,87
53,83
53,81
54,76
54,67
54,83
55,66
55,87
55,70
55,74
55,83
56,83
57,83
58,71
58,69
58,72
58,84
58,73
58,87
58,83
59,71
59,83
60,85
61,83
63,77
63,83
66,74
66,81
66,87
66,86
66,67
66,76
66,83
66,80
66,79
67,87
67,72
67,76
67,80
67,83
68,69
68,83
69,71
69,83
70,74
70,83
71,83
72,87
72,83
73,84
73,87
73,83
74,87
74,83
76,80
76,83
77,83
78,83
79,83
80,83
81,87
81,83
83,84
83,86
83,87
84,87
