52 822
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
2,1
2,9
2,15
2,18
2,19
2,24
2,25
2,32
2,33
2,34
2,35
2,37
2,41
2,42
2,45
3,1
3,4
3,6
3,7
3,11
3,13
3,14
3,17
3,20
3,21
3,23
3,27
3,30
3,31
3,39
3,40
3,44
3,45
3,46
3,48
3,49
3,50
3,51
4,1
4,3
4,6
4,7
4,11
4,12
4,14
4,20
4,23
4,27
4,30
4,31
4,39
4,40
4,44
4,45
4,46
4,48
4,49
4,50
4,51
5,1
6,1
6,3
6,4
6,7
6,11
6,12
6,13
6,14
6,17
6,20
6,21
6,23
6,27
6,30
6,31
6,39
6,40
6,44
6,45
6,46
6,48
6,49
6,50
6,51
7,1
7,3
7,4
7,6
7,12
7,13
7,14
7,17
7,21
7,30
7,39
7,40
7,44
7,46
7,49
7,51
8,1
8,10
8,47
9,1
9,2
9,19
9,25
9,32
9,33
9,35
9,41
9,42
10,1
10,8
10,26
11,1
11,3
11,4
11,6
11,12
11,13
11,14
11,17
11,20
11,21
11,23
11,27
11,30
11,31
11,32
11,39
11,40
11,44
11,45
11,46
11,48
11,49
11,50
11,51
12,1
12,4
12,6
12,7
12,11
12,13
12,14
12,20
12,21
12,23
12,31
12,39
12,40
12,44
12,45
12,46
12,48
12,49
12,50
12,51
13,1
13,3
13,6
13,7
13,11
13,12
13,14
13,16
13,17
13,20
13,21
13,23
13,27
13,30
13,31
13,32
13,39
13,40
13,44
13,45
13,46
13,48
13,49
13,50
13,51
14,1
14,3
14,4
14,6
14,7
14,11
14,12
14,13
14,17
14,20
14,21
14,23
14,27
14,30
14,31
14,39
14,40
14,44
14,45
14,46
14,48
14,49
14,50
14,51
15,1
15,2
15,18
15,19
15,25
15,32
15,33
15,34
15,35
15,41
15,42
15,43
16,1
16,13
16,39
16,49
17,1
17,3
17,6
17,7
17,11
17,13
17,14
17,20
17,21
17,23
17,27
17,30
17,31
17,39
17,40
17,44
17,45
17,46
17,48
17,49
17,50
17,51
18,1
18,2
18,15
18,19
18,25
18,32
18,33
18,49
19,1
19,2
19,9
19,15
19,18
19,22
19,24
19,25
19,29
19,32
19,33
19,34
19,35
19,37
19,41
19,42
19,43
19,52
20,1
20,3
20,4
20,6
20,11
20,12
20,13
20,14
20,17
20,21
20,23
20,27
20,30
20,31
20,39
20,40
20,44
20,45
20,46
20,48
20,49
20,50
20,51
21,1
21,3
21,6
21,7
21,11
21,12
21,13
21,14
21,17
21,20
21,23
21,27
21,30
21,31
21,39
21,40
21,44
21,45
21,46
21,48
21,49
21,50
21,51
22,1
22,19
22,42
23,1
23,3
23,4
23,6
23,11
23,12
23,13
23,14
23,17
23,20
23,21
23,27
23,30
23,31
23,32
23,39
23,40
23,44
23,45
23,46
23,48
23,49
23,50
23,51
24,1
24,2
24,19
25,1
25,2
25,9
25,15
25,18
25,19
25,33
25,42
25,52
26,1
26,10
26,33
26,35
26,43
27,1
27,3
27,4
27,6
27,11
27,13
27,14
27,17
27,20
27,21
27,23
27,30
27,31
27,39
27,44
27,45
27,46
27,48
27,49
27,50
27,51
28,1
28,31
